#Digilent WaveForms Logic Acquisition
#Device Name: Discovery2
#Serial Number: DEMO
#Date Time: 2017-05-15 11:25::43.760

Time,SPI-MOSI,SPI-MISO
-0.023349999999999999,hFF,h03
-0.023349000000000002,hFF,h03
-0.023348000000000001,hFF,h03
-0.023347,hFF,h03
-0.023345999999999999,hFF,h03
-0.023345000000000001,hFF,h03
-0.023344,hFF,h03
-0.023342999999999999,hFF,h03
-0.023342000000000002,hFF,h03
-0.023341000000000001,hFF,h03
-0.02334,hFF,h03
-0.023338999999999999,hFF,h03
-0.023338000000000001,hFF,h03
-0.023337,hFF,h03
-0.023335999999999999,hFF,h03
-0.023335000000000002,hFF,h03
-0.023334000000000001,hFF,h03
-0.023333,hFF,h03
-0.023331999999999999,hFF,h03
-0.023331000000000001,hFF,h03
-0.02333,hFF,h03
-0.023328999999999999,hFF,h03
-0.023328000000000002,X,X
-0.023327000000000001,X,X
-0.023326,X,X
-0.023324999999999999,X,X
-0.023324000000000001,X,X
-0.023323,X,X
-0.023321999999999999,X,X
-0.023321000000000001,X,X
-0.02332,X,X
-0.023318999999999999,X,X
-0.023317999999999998,X,X
-0.023317000000000001,X,X
-0.023316,X,X
-0.023314999999999999,h05,h00
-0.023314000000000001,h05,h00
-0.023313,h05,h00
-0.023311999999999999,h05,h00
-0.023310999999999998,h05,h00
-0.023310000000000001,h05,h00
-0.023309,h05,h00
-0.023307999999999999,h05,h00
-0.023307000000000001,h05,h00
-0.023306,h05,h00
-0.023304999999999999,h05,h00
-0.023303999999999998,h05,h00
-0.023303000000000001,h05,h00
-0.023302,h05,h00
-0.023300999999999999,h05,h00
-0.023300000000000001,h05,h00
-0.023299,h05,h00
-0.023297999999999999,h05,h00
-0.023296999999999998,h05,h00
-0.023296000000000001,h05,h00
-0.023295,h05,h00
-0.023293999999999999,h05,h00
-0.023293000000000001,h05,h00
-0.023292,h05,h00
-0.023290999999999999,h05,h00
-0.023290000000000002,h05,h00
-0.023289000000000001,h05,h00
-0.023288,h05,h00
-0.023286999999999999,h05,h00
-0.023286000000000001,h05,h00
-0.023285,h05,h00
-0.023283999999999999,h05,h00
-0.023283000000000002,h05,h00
-0.023282000000000001,h05,h00
-0.023281,h05,h00
-0.023279999999999999,h05,h00
-0.023279000000000001,h05,h00
-0.023278,h05,h00
-0.023276999999999999,h05,h00
-0.023276000000000002,h05,h00
-0.023275000000000001,h05,h00
-0.023274,h05,h00
-0.023272999999999999,h05,h00
-0.023272000000000001,h05,h00
-0.023271,h05,h00
-0.023269999999999999,h05,h00
-0.023269000000000001,h05,h00
-0.023268,h05,h00
-0.023266999999999999,h05,h00
-0.023265999999999998,h05,h00
-0.023265000000000001,h05,h00
-0.023264,h05,h00
-0.023262999999999999,h05,h00
-0.023262000000000001,h05,h00
-0.023261,h05,h00
-0.023259999999999999,h05,h00
-0.023258999999999998,h05,h00
-0.023258000000000001,h05,h00
-0.023257,h05,h00
-0.023255999999999999,h05,h00
-0.023255000000000001,h05,h00
-0.023254,h05,h00
-0.023252999999999999,h05,h00
-0.023251999999999998,h05,h00
-0.023251000000000001,h05,h00
-0.02325,h05,h00
-0.023248999999999999,h05,h00
-0.023248000000000001,h05,h00
-0.023247,h05,h00
-0.023245999999999999,h05,h00
-0.023244999999999998,h05,h00
-0.023244000000000001,h05,h00
-0.023243,h05,h00
-0.023241999999999999,hFF,h03
-0.023241000000000001,hFF,h03
-0.02324,hFF,h03
-0.023238999999999999,hFF,h03
-0.023238000000000002,hFF,h03
-0.023237000000000001,hFF,h03
-0.023236,hFF,h03
-0.023234999999999999,hFF,h03
-0.023234000000000001,hFF,h03
-0.023233,hFF,h03
-0.023231999999999999,hFF,h03
-0.023231000000000002,hFF,h03
-0.023230000000000001,hFF,h03
-0.023229,hFF,h03
-0.023227999999999999,hFF,h03
-0.023227000000000001,hFF,h03
-0.023226,hFF,h03
-0.023224999999999999,hFF,h03
-0.023224000000000002,hFF,h03
-0.023223000000000001,hFF,h03
-0.023222,hFF,h03
-0.023220999999999999,hFF,h03
-0.023220000000000001,hFF,h03
-0.023219,hFF,h03
-0.023217999999999999,hFF,h03
-0.023217000000000002,hFF,h03
-0.023216000000000001,hFF,h03
-0.023215,hFF,h03
-0.023213999999999999,hFF,h03
-0.023213000000000001,hFF,h03
-0.023212,hFF,h03
-0.023210999999999999,hFF,h03
-0.023210000000000001,hFF,h03
-0.023209,hFF,h03
-0.023207999999999999,hFF,h03
-0.023206999999999998,hFF,h03
-0.023206000000000001,hFF,h03
-0.023205,hFF,h03
-0.023203999999999999,hFF,h03
-0.023203000000000001,hFF,h03
-0.023202,hFF,h03
-0.023200999999999999,hFF,h03
-0.023199999999999998,hFF,h03
-0.023199000000000001,hFF,h03
-0.023198,hFF,h03
-0.023196999999999999,hFF,h03
-0.023196000000000001,hFF,h03
-0.023195,hFF,h03
-0.023193999999999999,hFF,h03
-0.023192999999999998,hFF,h03
-0.023192000000000001,hFF,h03
-0.023191,X,X
-0.023189999999999999,X,X
-0.023189000000000001,X,X
-0.023188,X,X
-0.023186999999999999,X,X
-0.023185999999999998,X,X
-0.023185000000000001,X,X
-0.023184,X,X
-0.023182999999999999,X,X
-0.023182000000000001,X,X
-0.023181,X,X
-0.023179999999999999,X,X
-0.023179000000000002,X,X
-0.023178000000000001,X,X
-0.023177,h05,h00
-0.023175999999999999,h05,h00
-0.023175000000000001,h05,h00
-0.023174,h05,h00
-0.023172999999999999,h05,h00
-0.023172000000000002,h05,h00
-0.023171000000000001,h05,h00
-0.02317,h05,h00
-0.023168999999999999,h05,h00
-0.023168000000000001,h05,h00
-0.023167,h05,h00
-0.023165999999999999,h05,h00
-0.023165000000000002,h05,h00
-0.023164000000000001,h05,h00
-0.023163,h05,h00
-0.023161999999999999,h05,h00
-0.023161000000000001,h05,h00
-0.02316,h05,h00
-0.023158999999999999,h05,h00
-0.023158000000000002,h05,h00
-0.023157000000000001,h05,h00
-0.023156,h05,h00
-0.023154999999999999,h05,h00
-0.023154000000000001,h05,h00
-0.023153,h05,h00
-0.023151999999999999,h05,h00
-0.023151000000000001,h05,h00
-0.02315,h05,h00
-0.023148999999999999,h05,h00
-0.023147999999999998,h05,h00
-0.023147000000000001,h05,h00
-0.023146,h05,h00
-0.023144999999999999,h05,h00
-0.023144000000000001,h05,h00
-0.023143,h05,h00
-0.023141999999999999,h05,h00
-0.023140999999999998,h05,h00
-0.023140000000000001,h05,h00
-0.023139,h05,h00
-0.023137999999999999,h05,h00
-0.023137000000000001,h05,h00
-0.023136,h05,h00
-0.023134999999999999,h05,h00
-0.023133999999999998,h05,h00
-0.023133000000000001,h05,h00
-0.023132,h05,h00
-0.023130999999999999,h05,h00
-0.023130000000000001,h05,h00
-0.023129,h05,h00
-0.023127999999999999,h05,h00
-0.023127000000000002,h05,h00
-0.023126000000000001,h05,h00
-0.023125,h05,h00
-0.023123999999999999,h05,h00
-0.023123000000000001,h05,h00
-0.023122,h05,h00
-0.023120999999999999,h05,h00
-0.023120000000000002,h05,h00
-0.023119000000000001,h05,h00
-0.023118,h05,h00
-0.023116999999999999,h05,h00
-0.023116000000000001,h05,h00
-0.023115,h05,h00
-0.023113999999999999,h05,h00
-0.023113000000000002,h05,h00
-0.023112000000000001,h05,h00
-0.023111,h05,h00
-0.023109999999999999,h05,h00
-0.023109000000000001,h05,h00
-0.023108,h05,h00
-0.023106999999999999,h05,h00
-0.023106000000000002,h05,h00
-0.023105000000000001,h05,h00
-0.023104,hFF,h03
-0.023102999999999999,hFF,h03
-0.023102000000000001,hFF,h03
-0.023101,hFF,h03
-0.023099999999999999,hFF,h03
-0.023099000000000001,hFF,h03
-0.023098,hFF,h03
-0.023096999999999999,hFF,h03
-0.023095999999999998,hFF,h03
-0.023095000000000001,hFF,h03
-0.023094,hFF,h03
-0.023092999999999999,hFF,h03
-0.023092000000000001,hFF,h03
-0.023091,hFF,h03
-0.023089999999999999,hFF,h03
-0.023088999999999998,hFF,h03
-0.023088000000000001,hFF,h03
-0.023087,hFF,h03
-0.023085999999999999,hFF,h03
-0.023085000000000001,hFF,h03
-0.023084,hFF,h03
-0.023082999999999999,hFF,h03
-0.023081999999999998,hFF,h03
-0.023081000000000001,hFF,h03
-0.02308,hFF,h03
-0.023078999999999999,hFF,h03
-0.023078000000000001,hFF,h03
-0.023077,hFF,h03
-0.023075999999999999,hFF,h03
-0.023074999999999998,hFF,h03
-0.023074000000000001,hFF,h03
-0.023073,hFF,h03
-0.023071999999999999,hFF,h03
-0.023071000000000001,hFF,h03
-0.02307,hFF,h03
-0.023068999999999999,hFF,h03
-0.023068000000000002,hFF,h03
-0.023067000000000001,hFF,h03
-0.023066,hFF,h03
-0.023064999999999999,hFF,h03
-0.023064000000000001,hFF,h03
-0.023063,hFF,h03
-0.023061999999999999,hFF,h03
-0.023061000000000002,hFF,h03
-0.023060000000000001,hFF,h03
-0.023059,hFF,h03
-0.023057999999999999,hFF,h03
-0.023057000000000001,hFF,h03
-0.023056,hFF,h03
-0.023054999999999999,hFF,h03
-0.023054000000000002,hFF,h03
-0.023053000000000001,X,X
-0.023052,X,X
-0.023050999999999999,X,X
-0.023050000000000001,X,X
-0.023049,X,X
-0.023047999999999999,X,X
-0.023047000000000002,X,X
-0.023046000000000001,X,X
-0.023045,X,X
-0.023043999999999999,X,X
-0.023043000000000001,X,X
-0.023042,X,X
-0.023040999999999999,X,X
-0.023040000000000001,X,X
-0.023039,h05,h00
-0.023037999999999999,h05,h00
-0.023036999999999998,h05,h00
-0.023036000000000001,h05,h00
-0.023035,h05,h00
-0.023033999999999999,h05,h00
-0.023033000000000001,h05,h00
-0.023032,h05,h00
-0.023030999999999999,h05,h00
-0.023029999999999998,h05,h00
-0.023029000000000001,h05,h00
-0.023028,h05,h00
-0.023026999999999999,h05,h00
-0.023026000000000001,h05,h00
-0.023025,h05,h00
-0.023023999999999999,h05,h00
-0.023022999999999998,h05,h00
-0.023022000000000001,h05,h00
-0.023021,h05,h00
-0.023019999999999999,h05,h00
-0.023019000000000001,h05,h00
-0.023018,h05,h00
-0.023016999999999999,h05,h00
-0.023015999999999998,h05,h00
-0.023015000000000001,h05,h00
-0.023014,h05,h00
-0.023012999999999999,h05,h00
-0.023012000000000001,h05,h00
-0.023011,h05,h00
-0.023009999999999999,h05,h00
-0.023009000000000002,h05,h00
-0.023008000000000001,h05,h00
-0.023007,h05,h00
-0.023005999999999999,h05,h00
-0.023005000000000001,h05,h00
-0.023004,h05,h00
-0.023002999999999999,h05,h00
-0.023002000000000002,h05,h00
-0.023001000000000001,h05,h00
-0.023,h05,h00
-0.022998999999999999,h05,h00
-0.022998000000000001,h05,h00
-0.022997,h05,h00
-0.022995999999999999,h05,h00
-0.022995000000000002,h05,h00
-0.022994000000000001,h05,h00
-0.022993,h05,h00
-0.022991999999999999,h05,h00
-0.022991000000000001,h05,h00
-0.02299,h05,h00
-0.022988999999999999,h05,h00
-0.022988000000000001,h05,h00
-0.022987,h05,h00
-0.022985999999999999,h05,h00
-0.022984999999999998,h05,h00
-0.022984000000000001,h05,h00
-0.022983,h05,h00
-0.022981999999999999,h05,h00
-0.022981000000000001,h05,h00
-0.02298,h05,h00
-0.022978999999999999,h05,h00
-0.022977999999999998,h05,h00
-0.022977000000000001,h05,h00
-0.022976,h05,h00
-0.022974999999999999,h05,h00
-0.022974000000000001,h05,h00
-0.022973,h05,h00
-0.022971999999999999,h05,h00
-0.022970999999999998,h05,h00
-0.022970000000000001,h05,h00
-0.022969,h05,h00
-0.022967999999999999,h05,h00
-0.022967000000000001,h05,h00
-0.022966,hFF,h03
-0.022964999999999999,hFF,h03
-0.022963999999999998,hFF,h03
-0.022963000000000001,hFF,h03
-0.022962,hFF,h03
-0.022960999999999999,hFF,h03
-0.022960000000000001,hFF,h03
-0.022959,hFF,h03
-0.022957999999999999,hFF,h03
-0.022957000000000002,hFF,h03
-0.022956000000000001,hFF,h03
-0.022955,hFF,h03
-0.022953999999999999,hFF,h03
-0.022953000000000001,hFF,h03
-0.022952,hFF,h03
-0.022950999999999999,hFF,h03
-0.022950000000000002,hFF,h03
-0.022949000000000001,hFF,h03
-0.022948,hFF,h03
-0.022946999999999999,hFF,h03
-0.022946000000000001,hFF,h03
-0.022945,hFF,h03
-0.022943999999999999,hFF,h03
-0.022943000000000002,hFF,h03
-0.022942000000000001,hFF,h03
-0.022941,hFF,h03
-0.022939999999999999,hFF,h03
-0.022939000000000001,hFF,h03
-0.022938,hFF,h03
-0.022936999999999999,hFF,h03
-0.022936000000000002,hFF,h03
-0.022935000000000001,hFF,h03
-0.022934,hFF,h03
-0.022932999999999999,hFF,h03
-0.022932000000000001,hFF,h03
-0.022931,hFF,h03
-0.022929999999999999,hFF,h03
-0.022929000000000001,hFF,h03
-0.022928,hFF,h03
-0.022926999999999999,hFF,h03
-0.022925999999999998,hFF,h03
-0.022925000000000001,hFF,h03
-0.022924,hFF,h03
-0.022922999999999999,hFF,h03
-0.022922000000000001,hFF,h03
-0.022921,hFF,h03
-0.022919999999999999,hFF,h03
-0.022918999999999998,hFF,h03
-0.022918000000000001,hFF,h03
-0.022917,hFF,h03
-0.022915999999999999,hFF,h03
-0.022915000000000001,X,X
-0.022914,X,X
-0.022912999999999999,X,X
-0.022911999999999998,X,X
-0.022911000000000001,X,X
-0.02291,X,X
-0.022908999999999999,X,X
-0.022908000000000001,X,X
-0.022907,X,X
-0.022905999999999999,X,X
-0.022904999999999998,X,X
-0.022904000000000001,X,X
-0.022903,X,X
-0.022901999999999999,h05,h00
-0.022901000000000001,h05,h00
-0.0229,h05,h00
-0.022898999999999999,h05,h00
-0.022898000000000002,h05,h00
-0.022897000000000001,h05,h00
-0.022896,h05,h00
-0.022894999999999999,h05,h00
-0.022894000000000001,h05,h00
-0.022893,h05,h00
-0.022891999999999999,h05,h00
-0.022891000000000002,h05,h00
-0.022890000000000001,h05,h00
-0.022889,h05,h00
-0.022887999999999999,h05,h00
-0.022887000000000001,h05,h00
-0.022886,h05,h00
-0.022884999999999999,h05,h00
-0.022884000000000002,h05,h00
-0.022883000000000001,h05,h00
-0.022882,h05,h00
-0.022880999999999999,h05,h00
-0.022880000000000001,h05,h00
-0.022879,h05,h00
-0.022877999999999999,h05,h00
-0.022877000000000002,h05,h00
-0.022876000000000001,h05,h00
-0.022875,h05,h00
-0.022873999999999999,h05,h00
-0.022873000000000001,h05,h00
-0.022872,h05,h00
-0.022870999999999999,h05,h00
-0.022870000000000001,h05,h00
-0.022869,h05,h00
-0.022867999999999999,h05,h00
-0.022866999999999998,h05,h00
-0.022866000000000001,h05,h00
-0.022865,h05,h00
-0.022863999999999999,h05,h00
-0.022863000000000001,h05,h00
-0.022862,h05,h00
-0.022860999999999999,h05,h00
-0.022859999999999998,h05,h00
-0.022859000000000001,h05,h00
-0.022858,h05,h00
-0.022856999999999999,h05,h00
-0.022856000000000001,h05,h00
-0.022855,h05,h00
-0.022853999999999999,h05,h00
-0.022852999999999998,h05,h00
-0.022852000000000001,h05,h00
-0.022851,h05,h00
-0.022849999999999999,h05,h00
-0.022849000000000001,h05,h00
-0.022848,h05,h00
-0.022846999999999999,h05,h00
-0.022846000000000002,h05,h00
-0.022845000000000001,h05,h00
-0.022844,h05,h00
-0.022842999999999999,h05,h00
-0.022842000000000001,h05,h00
-0.022841,h05,h00
-0.022839999999999999,h05,h00
-0.022839000000000002,h05,h00
-0.022838000000000001,h05,h00
-0.022837,h05,h00
-0.022835999999999999,h05,h00
-0.022835000000000001,h05,h00
-0.022834,h05,h00
-0.022832999999999999,h05,h00
-0.022832000000000002,h05,h00
-0.022831000000000001,h05,h00
-0.02283,h05,h00
-0.022828999999999999,h05,h00
-0.022828000000000001,hFF,h03
-0.022827,hFF,h03
-0.022825999999999999,hFF,h03
-0.022825000000000002,hFF,h03
-0.022824000000000001,hFF,h03
-0.022823,hFF,h03
-0.022821999999999999,hFF,h03
-0.022821000000000001,hFF,h03
-0.02282,hFF,h03
-0.022818999999999999,hFF,h03
-0.022818000000000001,hFF,h03
-0.022817,hFF,h03
-0.022815999999999999,hFF,h03
-0.022814999999999998,hFF,h03
-0.022814000000000001,hFF,h03
-0.022813,hFF,h03
-0.022811999999999999,hFF,h03
-0.022811000000000001,hFF,h03
-0.02281,hFF,h03
-0.022808999999999999,hFF,h03
-0.022807999999999998,hFF,h03
-0.022807000000000001,hFF,h03
-0.022806,hFF,h03
-0.022804999999999999,hFF,h03
-0.022804000000000001,hFF,h03
-0.022803,hFF,h03
-0.022801999999999999,hFF,h03
-0.022800999999999998,hFF,h03
-0.022800000000000001,hFF,h03
-0.022799,hFF,h03
-0.022797999999999999,hFF,h03
-0.022797000000000001,hFF,h03
-0.022796,hFF,h03
-0.022794999999999999,hFF,h03
-0.022793999999999998,hFF,h03
-0.022793000000000001,hFF,h03
-0.022792,hFF,h03
-0.022790999999999999,hFF,h03
-0.022790000000000001,hFF,h03
-0.022789,hFF,h03
-0.022787999999999999,hFF,h03
-0.022787000000000002,hFF,h03
-0.022786000000000001,hFF,h03
-0.022785,hFF,h03
-0.022783999999999999,hFF,h03
-0.022783000000000001,hFF,h03
-0.022782,hFF,h03
-0.022780999999999999,hFF,h03
-0.022780000000000002,hFF,h03
-0.022779000000000001,hFF,h03
-0.022778,X,X
-0.022776999999999999,X,X
-0.022776000000000001,X,X
-0.022775,X,X
-0.022773999999999999,X,X
-0.022773000000000002,X,X
-0.022772000000000001,X,X
-0.022771,X,X
-0.022769999999999999,X,X
-0.022769000000000001,X,X
-0.022768,X,X
-0.022766999999999999,X,X
-0.022766000000000002,X,X
-0.022765000000000001,X,X
-0.022764,h05,h00
-0.022762999999999999,h05,h00
-0.022762000000000001,h05,h00
-0.022761,h05,h00
-0.022759999999999999,h05,h00
-0.022759000000000001,h05,h00
-0.022758,h05,h00
-0.022756999999999999,h05,h00
-0.022755999999999998,h05,h00
-0.022755000000000001,h05,h00
-0.022754,h05,h00
-0.022752999999999999,h05,h00
-0.022752000000000001,h05,h00
-0.022751,h05,h00
-0.022749999999999999,h05,h00
-0.022748999999999998,h05,h00
-0.022748000000000001,h05,h00
-0.022747,h05,h00
-0.022745999999999999,h05,h00
-0.022745000000000001,h05,h00
-0.022744,h05,h00
-0.022742999999999999,h05,h00
-0.022741999999999998,h05,h00
-0.022741000000000001,h05,h00
-0.02274,h05,h00
-0.022738999999999999,h05,h00
-0.022738000000000001,h05,h00
-0.022737,h05,h00
-0.022735999999999999,h05,h00
-0.022734999999999998,h05,h00
-0.022734000000000001,h05,h00
-0.022733,h05,h00
-0.022731999999999999,h05,h00
-0.022731000000000001,h05,h00
-0.02273,h05,h00
-0.022728999999999999,h05,h00
-0.022728000000000002,h05,h00
-0.022727000000000001,h05,h00
-0.022726,h05,h00
-0.022724999999999999,h05,h00
-0.022724000000000001,h05,h00
-0.022723,h05,h00
-0.022721999999999999,h05,h00
-0.022721000000000002,h05,h00
-0.022720000000000001,h05,h00
-0.022719,h05,h00
-0.022717999999999999,h05,h00
-0.022717000000000001,h05,h00
-0.022716,h05,h00
-0.022714999999999999,h05,h00
-0.022714000000000002,h05,h00
-0.022713000000000001,h05,h00
-0.022712,h05,h00
-0.022710999999999999,h05,h00
-0.022710000000000001,h05,h00
-0.022709,h05,h00
-0.022707999999999999,h05,h00
-0.022707000000000001,h05,h00
-0.022706,h05,h00
-0.022704999999999999,h05,h00
-0.022703999999999998,h05,h00
-0.022703000000000001,h05,h00
-0.022702,h05,h00
-0.022700999999999999,h05,h00
-0.022700000000000001,h05,h00
-0.022699,h05,h00
-0.022697999999999999,h05,h00
-0.022696999999999998,h05,h00
-0.022696000000000001,h05,h00
-0.022695,h05,h00
-0.022693999999999999,h05,h00
-0.022693000000000001,h05,h00
-0.022692,h05,h00
-0.022690999999999999,hFF,h03
-0.022689999999999998,hFF,h03
-0.022689000000000001,hFF,h03
-0.022688,hFF,h03
-0.022686999999999999,hFF,h03
-0.022686000000000001,hFF,h03
-0.022685,hFF,h03
-0.022683999999999999,hFF,h03
-0.022682999999999998,hFF,h03
-0.022682000000000001,hFF,h03
-0.022681,hFF,h03
-0.022679999999999999,hFF,h03
-0.022679000000000001,hFF,h03
-0.022678,hFF,h03
-0.022676999999999999,hFF,h03
-0.022676000000000002,hFF,h03
-0.022675000000000001,hFF,h03
-0.022674,hFF,h03
-0.022672999999999999,hFF,h03
-0.022672000000000001,hFF,h03
-0.022671,hFF,h03
-0.022669999999999999,hFF,h03
-0.022669000000000002,hFF,h03
-0.022668000000000001,hFF,h03
-0.022667,hFF,h03
-0.022665999999999999,hFF,h03
-0.022665000000000001,hFF,h03
-0.022664,hFF,h03
-0.022662999999999999,hFF,h03
-0.022662000000000002,hFF,h03
-0.022661000000000001,hFF,h03
-0.02266,hFF,h03
-0.022658999999999999,hFF,h03
-0.022658000000000001,hFF,h03
-0.022657,hFF,h03
-0.022655999999999999,hFF,h03
-0.022655000000000002,hFF,h03
-0.022654000000000001,hFF,h03
-0.022653,hFF,h03
-0.022651999999999999,hFF,h03
-0.022651000000000001,hFF,h03
-0.02265,hFF,h03
-0.022648999999999999,hFF,h03
-0.022648000000000001,hFF,h03
-0.022647,hFF,h03
-0.022645999999999999,hFF,h03
-0.022644999999999998,hFF,h03
-0.022644000000000001,hFF,h03
-0.022643,hFF,h03
-0.022641999999999999,hFF,h03
-0.022641000000000001,hFF,h03
-0.02264,X,X
-0.022638999999999999,X,X
-0.022637999999999998,X,X
-0.022637000000000001,X,X
-0.022636,X,X
-0.022634999999999999,X,X
-0.022634000000000001,X,X
-0.022633,X,X
-0.022631999999999999,X,X
-0.022630999999999998,X,X
-0.022630000000000001,X,X
-0.022629,X,X
-0.022627999999999999,X,X
-0.022627000000000001,X,X
-0.022626,h05,h00
-0.022624999999999999,h05,h00
-0.022623999999999998,h05,h00
-0.022623000000000001,h05,h00
-0.022622,h05,h00
-0.022620999999999999,h05,h00
-0.022620000000000001,h05,h00
-0.022619,h05,h00
-0.022617999999999999,h05,h00
-0.022617000000000002,h05,h00
-0.022616000000000001,h05,h00
-0.022615,h05,h00
-0.022613999999999999,h05,h00
-0.022613000000000001,h05,h00
-0.022612,h05,h00
-0.022610999999999999,h05,h00
-0.022610000000000002,h05,h00
-0.022609000000000001,h05,h00
-0.022608,h05,h00
-0.022606999999999999,h05,h00
-0.022606000000000001,h05,h00
-0.022605,h05,h00
-0.022603999999999999,h05,h00
-0.022603000000000002,h05,h00
-0.022602000000000001,h05,h00
-0.022601,h05,h00
-0.022599999999999999,h05,h00
-0.022599000000000001,h05,h00
-0.022598,h05,h00
-0.022596999999999999,h05,h00
-0.022596000000000002,h05,h00
-0.022595000000000001,h05,h00
-0.022594,h05,h00
-0.022592999999999999,h05,h00
-0.022592000000000001,h05,h00
-0.022591,h05,h00
-0.022589999999999999,h05,h00
-0.022589000000000001,h05,h00
-0.022588,h05,h00
-0.022586999999999999,h05,h00
-0.022585999999999998,h05,h00
-0.022585000000000001,h05,h00
-0.022584,h05,h00
-0.022582999999999999,h05,h00
-0.022582000000000001,h05,h00
-0.022581,h05,h00
-0.022579999999999999,h05,h00
-0.022578999999999998,h05,h00
-0.022578000000000001,h05,h00
-0.022577,h05,h00
-0.022575999999999999,h05,h00
-0.022575000000000001,h05,h00
-0.022574,h05,h00
-0.022572999999999999,h05,h00
-0.022571999999999998,h05,h00
-0.022571000000000001,h05,h00
-0.02257,h05,h00
-0.022568999999999999,h05,h00
-0.022568000000000001,h05,h00
-0.022567,h05,h00
-0.022565999999999999,h05,h00
-0.022565000000000002,h05,h00
-0.022564000000000001,h05,h00
-0.022563,h05,h00
-0.022561999999999999,h05,h00
-0.022561000000000001,h05,h00
-0.02256,h05,h00
-0.022558999999999999,h05,h00
-0.022558000000000002,h05,h00
-0.022557000000000001,h05,h00
-0.022556,h05,h00
-0.022554999999999999,h05,h00
-0.022554000000000001,h05,h00
-0.022553,hFF,h03
-0.022551999999999999,hFF,h03
-0.022551000000000002,hFF,h03
-0.022550000000000001,hFF,h03
-0.022549,hFF,h03
-0.022547999999999999,hFF,h03
-0.022547000000000001,hFF,h03
-0.022546,hFF,h03
-0.022544999999999999,hFF,h03
-0.022544000000000002,hFF,h03
-0.022543000000000001,hFF,h03
-0.022542,hFF,h03
-0.022540999999999999,hFF,h03
-0.022540000000000001,hFF,h03
-0.022539,hFF,h03
-0.022537999999999999,hFF,h03
-0.022537000000000001,hFF,h03
-0.022536,hFF,h03
-0.022534999999999999,hFF,h03
-0.022533999999999998,hFF,h03
-0.022533000000000001,hFF,h03
-0.022532,hFF,h03
-0.022530999999999999,hFF,h03
-0.022530000000000001,hFF,h03
-0.022529,hFF,h03
-0.022527999999999999,hFF,h03
-0.022526999999999998,hFF,h03
-0.022526000000000001,hFF,h03
-0.022525,hFF,h03
-0.022523999999999999,hFF,h03
-0.022523000000000001,hFF,h03
-0.022522,hFF,h03
-0.022520999999999999,hFF,h03
-0.022519999999999998,hFF,h03
-0.022519000000000001,hFF,h03
-0.022518,hFF,h03
-0.022516999999999999,hFF,h03
-0.022516000000000001,hFF,h03
-0.022515,hFF,h03
-0.022513999999999999,hFF,h03
-0.022512999999999998,hFF,h03
-0.022512000000000001,hFF,h03
-0.022511,hFF,h03
-0.022509999999999999,hFF,h03
-0.022509000000000001,hFF,h03
-0.022508,hFF,h03
-0.022506999999999999,hFF,h03
-0.022506000000000002,hFF,h03
-0.022505000000000001,hFF,h03
-0.022504,hFF,h03
-0.022502999999999999,hFF,h03
-0.022502000000000001,X,X
-0.022501,X,X
-0.022499999999999999,X,X
-0.022499000000000002,X,X
-0.022498000000000001,X,X
-0.022497,X,X
-0.022495999999999999,X,X
-0.022495000000000001,X,X
-0.022494,X,X
-0.022492999999999999,X,X
-0.022492000000000002,X,X
-0.022491000000000001,X,X
-0.02249,X,X
-0.022488999999999999,X,X
-0.022488000000000001,h05,h00
-0.022487,h05,h00
-0.022485999999999999,h05,h00
-0.022485000000000002,h05,h00
-0.022484000000000001,h05,h00
-0.022483,h05,h00
-0.022481999999999999,h05,h00
-0.022481000000000001,h05,h00
-0.02248,h05,h00
-0.022478999999999999,h05,h00
-0.022478000000000001,h05,h00
-0.022477,h05,h00
-0.022475999999999999,h05,h00
-0.022474999999999998,h05,h00
-0.022474000000000001,h05,h00
-0.022473,h05,h00
-0.022471999999999999,h05,h00
-0.022471000000000001,h05,h00
-0.02247,h05,h00
-0.022468999999999999,h05,h00
-0.022467999999999998,h05,h00
-0.022467000000000001,h05,h00
-0.022466,h05,h00
-0.022464999999999999,h05,h00
-0.022464000000000001,h05,h00
-0.022463,h05,h00
-0.022461999999999999,h05,h00
-0.022460999999999998,h05,h00
-0.022460000000000001,h05,h00
-0.022459,h05,h00
-0.022457999999999999,h05,h00
-0.022457000000000001,h05,h00
-0.022456,h05,h00
-0.022454999999999999,h05,h00
-0.022453999999999998,h05,h00
-0.022453000000000001,h05,h00
-0.022452,h05,h00
-0.022450999999999999,h05,h00
-0.022450000000000001,h05,h00
-0.022449,h05,h00
-0.022447999999999999,h05,h00
-0.022447000000000002,h05,h00
-0.022446000000000001,h05,h00
-0.022445,h05,h00
-0.022443999999999999,h05,h00
-0.022443000000000001,h05,h00
-0.022442,h05,h00
-0.022440999999999999,h05,h00
-0.022440000000000002,h05,h00
-0.022439000000000001,h05,h00
-0.022438,h05,h00
-0.022436999999999999,h05,h00
-0.022436000000000001,h05,h00
-0.022435,h05,h00
-0.022433999999999999,h05,h00
-0.022433000000000002,h05,h00
-0.022432000000000001,h05,h00
-0.022431,h05,h00
-0.022429999999999999,h05,h00
-0.022429000000000001,h05,h00
-0.022428,h05,h00
-0.022426999999999999,h05,h00
-0.022426000000000001,h05,h00
-0.022425,h05,h00
-0.022423999999999999,h05,h00
-0.022422999999999998,h05,h00
